@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"HiI need to Transport orders JELK990054 and JELK989819 to JPLThanks Hi I need to Transport orders JELK990054 and JELK989819 to JPL Thanks",HR
"Missings  buttons  in ESS User has roles in JPL but he cannot see everything in ESS.",HR
"INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we have material 90107556 in plant 0706 (PAP) INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we have material 90107556 in plant 0706 (PAP) the default   Solution provided: You can fix it with transaction CKMLMV_CA.  Now we have another material with the same issue: 90107555 --Pls help correct it by this week as the month end.  In addtion,  Plant finance does not have the authorization for the transaction :CKMLMV_CA",FICO
"Fehlermeldung Wareneingangsbuchung SAP SP9 Werk 41 Bestellung: 0041/DC4/56044232 In Tabelle T169P ist der Eintrag 1201 nichtr vorhanden  Fehlermeldung Wareneingangsbuchung SAP SP9 Werk 41 Bestellung: 0041/DC4/56044232  In Tabelle T169P ist der Eintrag 1201 nichtr vorhanden ",FICO
"INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we have material 90107556 in plant 0706 (PAP) INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we have material 90107556 in plant 0706 (PAP) the default   Solution provided: You can fix it with transaction CKMLMV_CA.  Now we have another material with the same issue:90113738/90111540? our finance said the wrong option is grey and not able to choose or change, pls investige the root cause to avoid it in future--Pls help correct it by this week as the month end.  In addtion,  Plant finance does not have the authorization for the transaction :CKMLMV_CA",FICO
"Der Kunde Audi in Neckersulm verlangt die DUNS Nummer vom Spediteur auf dem VDA 4939 Sendungsbelegt.Bitte die DUNS Nummer vom Spediteur mit auf den Sendungsbel Der Kunde Audi in Neckersulm verlangt die DUNS Nummer vom Spediteur auf dem VDA 4939 Sendungsbelegt. Bitte die DUNS Nummer vom Spediteur mit auf den Sendungsbeleg in dem vorrgesehenden Feld andrucken. Nähere Informationen in den Formularen im Anhang oder bei mir.",LOG
"HiI need to Transport order JELK990082 to JQLThanks Hi I need to Transport order JELK990082 to JQL Thanks",HR
"HiI need to Transport order JELK990082 to JPLThanks Hi I need to Transport order JELK990082 to JPL Thanks",HR
"ESS  - Planned absence can not be canceled ESS  - Planned absence can not be cancelled when user click to cancel option, the information appears double, one as cancelled and  one as informed - pls see screenshot  ",HR
"Ich bitte um Zusendung des aktuellen Besetzungsplans der PG (BU) Engine & Exhaust Systems (O 50001323) Ich bitte um Zusendung des aktuellen Besetzungsplans der PG (BU) Engine & Exhaust Systems (O 50001323)",LOG
"ESS  -  planned absence change request User is asking  if it is possible to change the added planned absence  to a vacation request not create a new one.",HR
"Vacation Errors - Please see the attached document.  How can we fix this issue perimanently ?.  is there repor wher HR can see the pending request before they add the vaction manually or close the period? ",HR
"HiI need to copy from JPL to JEL these employees 6900208 and 690458Thanks Hi I need to copy from JPL to JEL these employees 6900208 and 690458 Thanks",HR
"He abierto 5 tickets para pedir acceso a la FB50 y han sido completado.Sigo sin tener acceso a la transaccion:Tickets Abiertos:REQ0040581REQ0040580REQ0040 He abierto 5 tickets para pedir acceso a la FB50 y han sido completado. Sigo sin tener acceso a la transaccion:  Tickets Abiertos: REQ0040581 REQ0040580 REQ0040582 REQ0040578 REQ0040579  Los roles que he pedido son los siguientes: ZBM_A_BU_FI_1071_AA_MAINT FI Maintain Asset Management - Company code 1071 ZBM_A_BU_FI_1071_AP_MAINT FI Maintain Accounts Payable - Company code 1071 ZBM_A_BU_FI_1071_AR_MAINT FI Maintain Accounts Receivable - Company code 1071 ZBM_A_BU_FI_1071_GL_MAINT FI Maintain General Ledger - Company code 1071 ZBM_A_BU_FI_1071_POSTINGS FI Create postings - Company Code 1071  Adjunto imagenes de los errores.  Por favor, ¿podéis mirar qué rol falta para poder empezara utilizar la transacción?  Muchas gracias",FICO
"BACA ERROR for plant 0715 in PAP--Hello MonikaHello ChristophWe had a error when doing the posting for material 90003426.This is a trading part and provid BACA ERROR for plant 0715 in PAP-- Hello Monika Hello Christoph  We had a error when doing the posting for material 90003426.  This is a trading part and provided a intercompany, therefore we use the material No.PRPS and the valuation class is  8130 , the account assignment in material master and SA are set as  01 -trading.  Could you help check the root cause for the failure posting?  We need solve it by end of the month due to the intercompany finance policy.  Thank you.",LOG
"SSN (Social Security Number) kann im IT 02 nicht erfasst werden (US-Mitarbeiter) Bei einem Expat-Mitarbeiter (US 435972, DE aktuell 881481, DE alt 5016, Gural Baytar) kann die SSN nicht erfasst werden. Die Fehlermeldung lautet: SV-Nummer ist bereits einem anderen Mitarbeiter zugeordnet. Bei 881481 und 5016 gibt es dieses Feld im IT 02 gar nicht. Der Mitarbeiter wird diese Woche abgerechnet und ohne SSN kann die Abrechnung für ihn nicht durchgeführt werden.",HR
"WG: AUTO: Timothy Graham is out of the office (returning 03/27/2019) Hallo Dominik,  warum bekomme ich diese Mail? Hat das etwas mit den Nachverfolgungskennzeichen zu tun?  Mit freundlichen Grüßen Erwin Bremer  Externes Rechnungswesen/ Financial Accounting   Division Steel/Tube Residenzstrasse 1 | 33104 Paderborn | Germany Tel.: +49 5254 81 204641 | Fax: +49 5254 81 204606 Erwin.Bremer@benteler.com | www.benteler.com      __________________________ BENTELER Steel/Tube GmbH Geschäftsführung:  Dr. Tobias Braun | Christian Wiethüchter Aufsichtsratsvorsitzender: Ralf Göttel Sitz Paderborn | Handelsregister: Amtsgericht Paderborn (HRB 9942)  Umsatzsteueridentifikationsnr: DE815176963  ----- Weitergeleitet von Erwin Bremer/EMEA/BENTELER am 26.03.2019 07:19 -----  Von: Timothy Graham/AMERICA/BENTELER An: erwin.bremer@benteler.com Datum: 25.03.2019 22:36 Betreff: AUTO: Timothy Graham is out of the office (returning 03/27/2019) ________________________________________    I will be out of the office starting  03/23/2019 and will not  return until 03/27/2019.    I will not have access to my emails.  If you need immediate assistance, please contact:  Andy Riether at 318-216-4197 (andreas.riether@benteler.com).       Note: This is an automated response to your message  WorkCycle doc. 1002411 overdue  sent on 25.03.2019 22:35:39.   This is the only notification you will receive while this person is away. ",FICO
"Mobile Phone Bill - die detailierte Ansicht nicht sichtbar Benutzer  sieht nur die übersicht an Rechnungen für Handy im ESS. Die Ansicht öffnet sich jedoch nicht.",HR
"Nachrichtensteuerung: Rechnung per Email an RE 5013808 Bill-to:  5013808 Salesorg: DK01 Email: v.hienntt43@vinfast.vn",LOG
"could you set the schedules for the second quarter of 2019 in JPL, please: AS1,2 BS1,2,3 TR1,2,3 TS1,2 MT1,2,3,4 CM1,2,3 OFFIC001 PROD0003deadline is 2 could you set the schedules for the second quarter of 2019 in JPL, please:  AS1,2  BS1,2,3  TR1,2,3  TS1,2  MT1,2,3,4  CM1,2,3  OFFIC001  PROD0003 deadline is 29.03.2019  thanks for advance!",HR
"HiI need to copy from JPL to PEU the employee 321587Thanks Hi I need to copy from JPL to PEU the employee 321587 Thanks",HR
"backflush (movement 131) is consumpting components which are not in BOM please check in PEU material document ",LOG
"When the payment term was changed in Schedule Agreement the  SAP showed the error message  The term of payment P999 is currently not available for this customer When the payment term was changed in Schedule Agreement the  SAP showed the error message  The term of payment P999 is currently not available for this customer . The payment term on Customer Master Data was checked and is OK. Please inform us how to solve this matter. Screenshots attached.",FICO
"Please forward this request to Maria RehnerSAP code: Please enhance the dropdown-list for  Deviation Comment  by missing language versions. Entries please see  Please forward this request to Maria Rehner SAP code: Please enhance the dropdown-list for  Deviation Comment  by missing language versions. Entries please see attached Excel-sheet",LOG
"HiI need to Transport order JELK990177 to JQLThanks Hi I need to Transport order JELK990177 to JQL Thanks",HR
"Rechnungslayout BAT EisenachGegenüber externen (nicht-BENTELER) Kunden tritt die BAT Eisenach GmbH nicht selbst sondern im Namen der BAT GmbH auf. Entsprechen Rechnungslayout BAT Eisenach Gegenüber externen (nicht-BENTELER) Kunden tritt die BAT Eisenach GmbH nicht selbst sondern im Namen der BAT GmbH auf. Entsprechend sind alle Rechnungsangaben zum leistenden Unternehmer mit den Daten der BAT GmbH zu befüllen (insbesondere USt-ID Nr).  Dies galt in der Vergangenheit auch für Beziehungen zu Konzern Gesellschaften. Anfang 2018 wurde dies mit CHG29114 für interne Kunden geändert (BAT Eisenach tritt im eigenen Namen auf - Rechnungsangaben der BAT Eisenach). Es ist aufgefallen, dass bei externen Kunden zwar im Rechnungsfooter korrekt die USt-ID Nr der BAT GmbH angedruckt wird, im Feld in der Mitte der Rechnung jedoch fälschlicherweise die USt-ID Nr der BAT Eisenach. Dies sollte entsprechend angepasst werden. Anlage: aktuelle Rechnungsausgabe   ",LOG
"Hi I need to Transport order JELK990177 to JPL Thanks Hi  I need to Transport order JELK990177 to JPL  Thanks",HR
"Im Werk Kleinenberg soll das Suchverfahren   FIFOUK   eingestellt werden.Details siehe Anlage. Im Werk Kleinenberg soll das Suchverfahren   FIFOUK   eingestellt werden. Details siehe Anlage.",LOG
"Im Werk Kleinenberg  sind alle Lagerplätze inzwischen mit korrekter Identifikation   L  versehen.Die Sonderbehandlung muss jetzt abgeschaltet werden.Details s Im Werk Kleinenberg  sind alle Lagerplätze inzwischen mit korrekter Identifikation   L  versehen. Die Sonderbehandlung muss jetzt abgeschaltet werden. Details siehe Anlage.",LOG
"Hi Jörg,kannst Du bitte einmal Auftrag 30064719 bzw. Gutschrift 55987724 im PEU prüfen. Der Umsatz wird im FI auf Konto  15010000 gebucht, ich hätte aber eine Hi Jörg,  kannst Du bitte einmal Auftrag 30064719 bzw. Gutschrift 55987724 im PEU prüfen. Der Umsatz wird im FI auf Konto  15010000 gebucht, ich hätte aber einen selling expense auf Konto 16639900 erwartet. (siehe Seite 8 der angehängten Doku)",LOG
"Need your help to revise Time managment administrator 12D  from Liu Enhui to Ice Wang as attached showed. Pay area is 0712. Need your help to revise Time managment administrator 12D  from Liu Enhui to Ice Wang as attached showed. Pay area is 0712.",HR
"ESS problem,  when we delete one day annual leave in ESS, it can not give back one day leave to employee, when the leave move forward from last year. For exampl ESS problem,  when we delete one day annual leave in ESS, it can not give back one day leave to employee, when the leave move forward from last year. For example, Now A has entitled 3 days 2018 annual leave, then he apply for 3 days leave from 5 Mar to 7 Mar, and then, he deleted it, but our sysmem did not give back his 3 annual leave.",HR
"Copy from JPL to PEUI need the employer 720525 to be copied from JPL to PEU Copy from JPL to PEU I need the employer 720525 to be copied from JPL to PEU",HR
"Meine Mitarbeiterin hat einen gestellten Antrag auf TU storniert. Wie kann ich diesem bei mir weiter bearbeiten? Sowohl bei GENEHMIGEN als auch bei ABLEHNEN erh Meine Mitarbeiterin hat einen gestellten Antrag auf TU storniert. Wie kann ich diesem bei mir weiter bearbeiten? Sowohl bei GENEHMIGEN als auch bei ABLEHNEN erhalte ich eine Fehlermeldung.",HR
"Hallo,Material an Material buchungen im SAP (Trans. 309) werden im SAP und im BW als Verbrauch angezeigt.Ist das korrekt? Kann man dies mind. im BW  ausblende Hallo, Material an Material buchungen im SAP (Trans. 309) werden im SAP und im BW als Verbrauch angezeigt. Ist das korrekt? Kann man dies mind. im BW  ausblenden ?  Grüsse  Samuel Gerber",LOG
"ESS - trouble - Jan Šlechta (user SLECHTJ) Hello,  Can you please help us with user SLECHTJ? He has already sent the clock in request for 25.03.2019 (16:45) to his supervisor.But his supervisor is not able to approve/reject it, because he doesn't have nothing in his ESS mailbox - incoming requests....  Please see the attachment,  Thank you, Klara Trminkova",HR
"There is an issue that one employee named Manuel Held that he can not apply his annual leave in ESS System with no problem in SAP System. Please kindly help to  There is an issue that one employee named Manuel Held that he can not apply his annual leave in ESS System with no problem in SAP System. Please kindly help to solve it. Thanks.",HR
"Change DQI VEPO_EK_SQE_01  Hallo Frank,  ich habe eben mit Markus gesprochen, auch er bestätigt das wir bei dem DQI-Lauf nur die VC1 Klasse berücksichtigen sollen (d.h. nicht mehr wie bisher VC1 & VC2).  Betrifft:  DQI: VEPO_EK_SQE_01  Kannst du bitte bestätigen wenn umgestellt?  Danke & Gruß  Erdal ",LOG
"Für den Lieferanten 2020537 (Meteor) soll bitte der Leihgutkontenversand von Fax auf E-Mail umgestellt werden.Die korrekte Mailadresse lautet: martina.langenha Für den Lieferanten 2020537 (Meteor) soll bitte der Leihgutkontenversand von Fax auf E-Mail umgestellt werden. Die korrekte Mailadresse lautet: martina.langenhan@meteor-umformtechnik.de",LOG
"EBP Catalogue not available Users cant access the EBP order catalogue on https://webma.benteler.net/sap/bc/nwbc/srm/?sap-nwbc-node=app_window_body pls see screenshot  The service is unavailable error  users colleague Robert Willms has the same issue  ",LOG
"Fehler bei den Workflowprozessen Kündigungsschutz und Probezeit:Test im JQL und im Q-PortalBeim direkten Mitarbeiter PI 813966 des D6 gehen keine Mails für di Fehler bei den Workflowprozessen Kündigungsschutz und Probezeit: Test im JQL und im Q-Portal Beim direkten Mitarbeiter PI 813966 des D6 gehen keine Mails für die Workflows Künigungsschutz und Problezeit heraus: D6 erhält keine Mail und HR erhält keine Mail. D6 kann beide Workflows bearbeiten und weiterleiten. Aber nur der Workflow Probezeit landet bei HR und kann abgeschlossen werden.  Der Workflow Kündigungsschutz kann von D6 bearbeitet werden, geht aber nicht an HR.  Bitte prüfen und korrigieren.  Vielen Dank.",HR
"Hello. We have SAP printer B386 (physical model is Lexmark MX310dn). Problem is that when try to print from SAP (transaction VF03) - print preview looks goo Hello. We have SAP printer B386 (physical model is Lexmark MX310dn).   Problem is that when try to print from SAP (transaction VF03) - print preview looks good. But after printing, on a paper - symbols  -  is replacing by &  (screenshots attached). Could you help please? Thank you. ",LOG
"Postfach 1019 Hallo Dominik,   warum gehen diese Rechnungen nicht weiter?     Mit freundlichem Gruß  Ingrid Grote Accounts Payable DE  Division Automotive Region Western Europe Elsener Straße 95 I 33102 Paderborn I Germany Tel.:+49 5254 81 302143 I Fax:+49 5254 81 302149 ingrid.grote@benteler.com I www.benteler.com ",FICO
"SAP JHP. We use transaction ME57 to collect assigned purchase requisitions into purchase orders.In this example we enter MRP controller B20 and not all assign SAP JHP.  We use transaction ME57 to collect assigned purchase requisitions into purchase orders. In this example we enter MRP controller B20 and not all assigned purchase requisitions are shown.  But if we enter materialnr then the requisition is shown.  With this issue we have a big risk of not ordering materials in time. Please have a look at attached pictures of the problem.",LOG
"I get this error when I try to create an EBP. I need support to fix this. I get this error when I try to create an EBP. I need support to fix this.",LOG
"SAP JHPMaterial nr 10129Plant 8200When creating a purchase order the item nr is 170. Why doesnt it get item nr 10?It is confusing MRP controller and vendor SAP JHP Material nr 10129 Plant 8200 When creating a purchase order the item nr is 170. Why doesnt it get item nr 10?  It is confusing MRP controller and vendor. Please see attachement.",LOG
"Keine Papierrechnungen für den Horst Kürver GmbH /  Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 101710).Rechnungen sollen nur noch als PDF e Keine Papierrechnungen für den Horst Kürver GmbH /  Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 101710). Rechnungen sollen nur noch als PDF erstellt werden und an die hinterlegte Email-Adresse gesendet werden. Verkaufsorganisationen: 2000",LOG
"SAP PAM - Purchase requisitions are blocked due to missing MRP controller release authorization Purchase requisition RQIM 22149947 has release group CT and release strategy 05 CT global + DP.  The MRP controller for this item is 005 which is generic CRIB.  The value of this requisition is $17,500.  Is this the correct configuration combination for this value?  Who is receiving the workflow authorization to approve these purchase requistions for DP?  We have a number of MROM materials with generic MRP controller codes.  All of our  stuck  reqs are tied to MRP Controller in the material master which is 005 for US00 and 006 for US02.  Other than Goshen, the name that appears is  CRIB  or  OVEN .  Attached are screen shots.",LOG
"Shop -  Junior company  in Browse missing When the user goes into Shop and looks under Browse, there should be Junior company, but it is missing. She said that she was able to see it on other computers, but it's different on this one with more options under Browse. The user also changed her department, but said it didn't affect anything before. Please support. Thank you.",LOG
"Die Lieferung 12075768 lässt sich nicht WA buchen. Die Fehlermeldung im Anhang.Die Bewertungsklasse 8130 im Materialstamm ist korrekt. Diese wird seit Jahren v Die Lieferung 12075768 lässt sich nicht WA buchen. Die Fehlermeldung im Anhang. Die Bewertungsklasse 8130 im Materialstamm ist korrekt. Diese wird seit Jahren verwendet. Es handelt sich hier um Handelware und einem dementsprechenden Handelswarenlieferplan. Wir hatten den Fall schon einmal. Herr Lucas hatte damals als Fehler einen falschen Positionstyp im Lieferplan festgestellt. Der Sales, Theresa Bohner, mein aber das sie diesen Positionstyp nicht einstellen kann, da der falsche automatisch gezogen wird. Das kann aber eigentlich nicht sein, da wir seit Jahren auch andere Materialien ausliefern und es funktioniert.",LOG
"Mail 1030.invoices@benteler.com needs to be migrated to outlook. Hello the account invoi10 (1030 Invoices1) is not Migrated to Outlook, this is a technical account and is also connect to readsoft is it possible to Migrate the account? or due to the fact that is a technical account and also connect to readsoft is not possible?  it's possible can you force the Migration thanks",FICO
"not correct calculation of ZFFH on correction invoice in BDPL not correct calculation of ZFFH on correction invoice in BDPL",LOG
"asset has posted ?It needs to be adjusted now?Run CJ88 : Error occurred?Error  Description?DiagnosisThe document cannot be posted, as it is contrary to the  asset has posted ?It needs to be adjusted now?Run CJ88 : Error occurred? Error  Description? Diagnosis  The document cannot be posted, as it is contrary to the net book value rule which is checked in area 01.   Procedure  This error usually occurs when you enter proportional values. The proportional values exceed the amount posted, for example, post capitalization of 100 but proportional depreciation to the amount 110. Check your entries and correct them if necessary.",FICO
"Wenn ich neue Bestellungen / Lieferpläne anlege, wird leider immer noch meine alte Telefonnr/Faxnr. angedruckt (siehe Anlage).Die neuen Nummern sind in SAP in  Wenn ich neue Bestellungen / Lieferpläne anlege, wird leider immer noch meine alte Telefonnr/Faxnr. angedruckt (siehe Anlage). Die neuen Nummern sind in SAP in den Benutzervorgaben bereits hinterlegt, trotzdem werden die falschen Nr. angedruckt.",LOG
"Fehler beim Einspielen der Leistungsbeurteilung.Bei Frau Fittkau PI 818075 wurde am 17.01.2019 eine Stundenreduzierung  von 30 Stunden auf 25 Stunden (=  Besch Fehler beim Einspielen der Leistungsbeurteilung. Bei Frau Fittkau PI 818075 wurde am 17.01.2019 eine Stundenreduzierung  von 30 Stunden auf 25 Stunden (=  Beschäftigungsgrad 71,43%) eingetragen.  Dann wurde am 11.02.19 die Leistungsbeurteilung zum 01.02.19 eingespielt. Beim Einspielen wurde der Beschäftigungsgrad geändert: von 71,43% auf 85,71% von HRBTCH (siehe Anhang Seite 2). Wieso wurde beim Einspielen der Batchmappe der Beschäftigungsgrad geändert? Welcher Satz wurde kopiert?  Bitte prüfen. Vielen Dank.",HR
"JPL -  Anwesenheit bearbeiten - Mitarbeiter fehlen seit Computer-Änderung Der Benutzer und sein Kollege haben seit Änderung des PCs das Problem, dass an der linken Seite keine Mitarbeiter erscheinen. Am alten PC hat es funktioniert.  Was muss genau angeklickt werden, damit die Angestellten wieder erscheinen? Vielen Dank im Voraus.",HR
"Por favor, peço substituir as minhas arovações do EBP WEB (TESSARA) para o aprovador Helder Pereira (PEREIHE).Grata Por favor, peço substituir as minhas arovações do EBP WEB (TESSARA) para o aprovador Helder Pereira (PEREIHE).  Grata",LOG
"User cannot find Product category ID: r07 User cannot find Product category ID: r07 please see screenshots Thank you",LOG
"Previous ticket for referenceINC0043142 - INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we Previous ticket for reference INC0043142 - INC0035801 - In Asia, our finance do the KKF6N ,controlling level for material with  produciton version , however, we have material 90107556 in plant 0706 (PAP)  Now we have new material  90113519  for plant 0706  have the issue again! As I mentioned again, this tick was automaticlly marked, no possible to change it, therefore ,some setting must be wrong which caused this case happened again and again . Pls investige more details and give your suggestion.",FICO
"Fehlerhafte Fax-Zustellungen von Benteler an Thyssen Zielrufnummer: 0233450495551  Ein Herr Fuchs von der Firma Thyssen erhält permanent Faxzustellungen auf sein Telefon. Laut seiner Aussage wurde eine falsche Rufnummer in unseren Systemen hinterlegt. Bitte unter INC:INC0021534 schauen!!",LOG
"Dear,Pls help to check the internal supplier as following:When I take some action for this PO, it shows me the payment term issue but I didn't change any of t Dear, Pls help to check the internal supplier as following: When I take some action for this PO, it shows me the payment term issue but I didn't change any of this data. And the other internal supplier has not this kind of issue. Thank you.",LOG
"Bei Mitarbeiter Hillebrand PI 820887 wird der Resturlaubstag aus 2018, den er am 04.04. 2019 nehmen möchte, vom Urlaubsanspruch aus 2019 abgezogen. Das ist fals Bei Mitarbeiter Hillebrand PI 820887 wird der Resturlaubstag aus 2018, den er am 04.04. 2019 nehmen möchte, vom Urlaubsanspruch aus 2019 abgezogen. Das ist falsch. Am 05.04. ist der Abzug richtig.",HR
"Wenn ich im EES unter Berichtswesen Mitarbeiterbezogene Listen erzeuge (Arbeitszeit und Urlaubskonten etc.) funktioniert seit einiger Zeit ein Export in txt ode Wenn ich im EES unter Berichtswesen Mitarbeiterbezogene Listen erzeuge (Arbeitszeit und Urlaubskonten etc.) funktioniert seit einiger Zeit ein Export in txt oder andere Dateien nur noch in dem Pfad Z:\ !! Das ist das Transferlaufwerk welches von allen lesbar ist. Es kann doch nicht sein, das personenbezogene daten dort hin exportiert werden. Hier muss es dringend mgl sein C:\ oder N:\ auswählen zu können!",HR
"Bitte dringend eine Verkäufergruppe für meinen User (siebern) anlegen. Analog der Verkäufergruppe 086 von Giorgio Zimmardi. Sales Group for Sales Office SO02  Bitte dringend eine Verkäufergruppe für meinen User (siebern) anlegen.  Analog der Verkäufergruppe 086 von Giorgio Zimmardi.  Sales Group for Sales Office SO02 Daimler Account Components and Chassis Modules",LOG
"Wir nutzen die Abfrage ZMM_QM_SQE im SAP um unsere Lieferanten zu pflegen und schnelle Reportings zu erstellen, hierbei ist aufgefallen, das der Lieferantenstat Wir nutzen die Abfrage ZMM_QM_SQE im SAP um unsere Lieferanten zu pflegen und schnelle Reportings zu erstellen, hierbei ist aufgefallen, das der Lieferantenstatus nicht konsequent angezeigt wird. Das heißt in der Übersicht ist der Status leer und in den Stammdaten ist er Freigabestatus nicht leer. Ich habe hierzu zwei Screenshots angehängt. Des weiteren wollen wir in der Übersicht den PSB standardmäßig eingebelendet haben. Danke.",LOG
"Need to test urgent customer related issue in QEU, but are missing updated masterdata (customer record) from PEU to proceed with test.Need support to establish Need to test urgent customer related issue in QEU, but are missing updated masterdata (customer record) from PEU to proceed with test. Need support to establish/transfer required customer record (see attachment) from PEU, alternative to create this record in QEU. Please advise how to proceed.",LOG
"JPL Work Schedule Rule 04460231 - Correction Needed. JPL work schedule rule 04460231 is not calculating shift premiums on the overtime hours, but it should be.    Please see US PI number 411565 as an example.",HR
"SAP   PAP system? WBS  cannot to unlock.  WBS 1-0715-08-100-2-001  1-0715-10-118-2-001.Assets have sales revenue SAP   PAP system? WBS  cannot to unlock.  WBS 1-0715-08-100-2-001  1-0715-10-118-2-001.Assets have sales revenue",FICO
"I updated ZBPR for customer in SAP and was trying to update pricing date in Scheduling agreement however it shows error stating that header business data doesn' I updated ZBPR for customer in SAP and was trying to update pricing date in Scheduling agreement however it shows error stating that header business data doesn't apply to item 000010 and then when i press enter it says ZBPR missing. But in VK12 I can see ZBPR exists for that materail",LOG
"ESS time management - Wednesday missing User cannot see Wednesdays in his view, screenshot attached. Also he cannot delete one wrong entry he accidentally made for 27.3.2019 7:00:00 ",HR
"It appears another screen than as usual when user clicks on button next to Personalnr. It appears another screen than as usual when user clicks on button next to Personalnr. please see marked button on the screenschot 1 screenshot 2-new dialog screen Could you please advice to user. She is used to field only with the first name and surname. +49525481202698",HR
"SmartTaxBalance - neue Version Hallo Team  Gehe davon aus, das auf dem Server  172.26.65.83 die Datenbank für SmartTaxBalance läuft. (  cit-vwamanat01.bad.benteler.net )  Es gibt eine neue Version des Clients  (der aktuelle hat die Version STB_5.x.x . die neue Version hat lt Provider  19 . x.x .  Ticket dazu =  INC0044184   Damit aber der Client ordnungsgemäß funktionieren kann, müsste am Server auch die Datenbank aktualisiert werden.  Bitte um Klärung.  Ansprechpartner vom Provider =  SEBASTIAN WELLSANDT SmartTaxBalance [STB]   – – AMANA consulting GmbH  Veronikastraße 36, 45131 Essen  T +49 201 94622 870 M +49 162 258 8870 sebastian.wellsandt@amana.de  www.amana.de – Amtsgericht Essen HRB 22994 Geschäftsführer: Thorsten Funke, Dr. Jörg Ringelstein, Dr. Philipp Stampfuß Beirat: Christian Groove, Dr. Kurt Glasner  ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++  Der Auslöser: (Untere Mail wurde von Fr. Dauber von Amana Hotline gesendet, die dann die neue Version installieren versuchte)  Von: AMANA Hotline <hotline@amana.de>  Gesendet: Donnerstag, 21. März 2019 12:51 An: Kersten Lenz <Kersten.Lenz@benteler.com>; Sabrina Dauber <Sabrina.Dauber@benteler.com>; Martina Aumayr <Martina.Aumayr@benteler.com> Cc: Paul Grabowski <Paul.Grabowski@amana.de> Betreff: Bereitstellung der neusten SmartTaxBalance Version  Sehr geehrte Damen und Herren,  wir freuen uns, Ihnen hiermit die neuste Version von SmartTaxBalance zum Download bereitstellen zu dürfen.  Wir haben für Sie folgendes Paket bereitgestellt: http://downloads.amana-consulting.de/stb/releases/SmartTaxBalance-19.0.1.2418.zip Es ist kein Passwort zum Entpacken notwendig.  Weitere Anweisungen zur Installation und Aktualisierung erhalten Sie in unserer Dokumentation unter: http://docs.amana.de/display/STBD50/Installation+und+Aktualisierung   Mit freundlichen Grüßen  IHR AMANA-TEAM – – AMANA consulting GmbH  Veronikastraße 36, 45131 Essen  Hotline +49 201 94622 622 Zentrale +49 201 94622 800 hotline@amana.de www.amana.de  ",FICO
"EBP account issue When is user automatically  log out from EBP for time reasons, she is no longer allow to log in with their password, which is write correctly. The user must always call the service desk and reset the new password. Please verify this account, if is everything OK. Thank you.",LOG
"Hungary - activating of smart form Hello,  Can I ask you for help regarding to activating of SAP smart form (HR_HU_QSR) for Hungary?   For more details, please see the attachment,  Thank you, Klara Trminkova",HR
"The issue was sent from Oliver Lux to Melanie Butz :Dear Melanie,do you have an idea how to treat / release the invoices listed below?Background: We had an  The issue was sent from Oliver Lux to Melanie Butz :Dear Melanie,  do you have an idea how to treat / release the invoices listed below?  Background: We had an issue with a missing GL-account derived from the tax account determination in the past. I asked Nathalie to check / verify the tax conditions of the SA, obviously the SA was changed and the problem solved for new invoices. But now they found some old invoices still pendling in VFX3 which can't be released.  Do you need a ticket opened by Nathalie?",LOG
"Spesen - Fehlermeldung Die Benutzerin bekommt einen Fehler - siehe Anhang. Rollen scheinen i.O. zu sein. Sie arbeitet im IE.",HR
"Hi I need  to Transport from JPL to JEL these employees00720226007201870072023100720266007202280072906800720214007204170072005700720074007202320072 Hi  I need  to Transport from JPL to JEL these employees 00720226 00720187 00720231 00720266 00720228 00729068 00720214 00720417 00720057 00720074 00720232 00720236 00720041 00720067 00720140 00710160 00710167 00710226 00711342 00711524 00710042 00710173 00710274 Thanks",HR
"I can't log in ESS and same time with password I used as windows , which reminder message is   user name or password is incorrect. I can't log in ESS and same time with password I used as windows , which reminder message is   user name or password is incorrect.",HR
"HiI need to Transport order JELK990283 to JQLThanks Hi I need to Transport order JELK990283 to JQL Thanks",HR
"Shopping cart in EBP can not be completed User called and said that he placed an order on 21.03.2019 and then it was sent to a  Controlling Step  group(?) and it got stuck there, nothing was moving forward. Later he made some changes in the shopping cart and sent it again, but it got stuck there again. It states  Bearbeitung durch das Controlling  (see attached screenshot). Please support. Thank you.",LOG
"Readsoft, PAM, 1023, 1192: please connect the work cycle WF_SLP_MDI to the user groups, which start with SCM like it does already exist for work cycle WF_SLP_FW Readsoft, PAM, 1023, 1192: please connect the work cycle WF_SLP_MDI to the user groups, which start with SCM like it does already exist for work cycle WF_SLP_FWE.  Helena Härtel",FICO
